Id,R,Nome,Squadra,Qt. Attuale,Qt. Iniziale,Diff.
2104,D,BERESZYNSKI,Sampdoria,6,6,0
2141,D,DEPAOLI,Sampdoria,6,6,0
2184,D,GRAVILLON,Sassuolo,6,6,0
2769,D,MAGNANI,Brescia,6,6,0
2355,D,MARLON,Sassuolo,6,6,0
708,D,FELIPE,SPAL,6,6,0
224,D,DE MAIO,Udinese,6,6,0
2285,D,BANI,Bologna,5,5,0
50,D,MBAYE,Bologna,5,5,0
4429,D,CHANCELLOR,Brescia,5,5,0
4373,D,MATEJU,Brescia,5,5,0
106,D,MATTIELLO,Cagliari,5,5,0
1876,D,PAJAC,Cagliari,5,5,0
2279,D,ROMAGNA,Cagliari,5,5,0
1891,D,CECCHERINI,Fiorentina,5,5,0
358,D,DE SCIGLIO,Juventus,5,5,0
2241,D,LUCIONI,Lecce,5,5,0
54,D,ROSSETTINI,Lecce,5,5,0
11,D,CONTI,Milan,5,5,0
550,D,MAKSIMOVIC,Napoli,5,5,0
142,D,MARIO RUI,Napoli,5,5,0
144,D,TONELLI,Napoli,5,5,0
256,D,JUAN JESUS,Roma,5,5,0
770,D,PEZZELLA GIU,Udinese,5,5,0
2870,D,TROOST-EKONG,Udinese,5,5,0
4493,D,DAWIDOWICZ,Verona,5,5,0
2758,D,GUNTER,Verona,5,5,0
423,D,RISPOLI,Lecce,5,5,0
2739,D,RECA,Atalanta,4,4,0
2745,D,CALABRESI,Bologna,4,4,0
4422,D,TOMIYASU,Bologna,4,4,0
2653,D,LYKOGIANNIS,Cagliari,4,4,0
1869,D,PISACANE,Cagliari,4,4,0
2174,D,VENUTI,Fiorentina,4,4,0
2120,D,BASTONI,Inter,4,4,0
4472,D,MECCARIELLO,Lecce,4,4,0
1847,D,CALDARA,Milan,4,4,0
640,D,CHIRICHES,Napoli,4,4,0
139,D,DERMAKU,Parma,4,4,0
2801,D,IACOPONI,Parma,4,4,0
4421,D,AUGELLO,Sampdoria,4,4,0
4403,D,CHABOT,Sampdoria,4,4,0
45,D,FERRARI A,Sampdoria,4,4,0
630,D,SALA,Sampdoria,4,4,0
517,D,DELL'ORCO,Lecce,4,4,0
418,D,GOLDANIGA,Sassuolo,4,4,0
2788,D,BREMER,Torino,4,4,0
2280,D,NUYTINCK,Udinese,4,4,0
2795,D,TER AVEST,Udinese,4,4,0
4494,D,EMPEREUR,Verona,4,4,0
581,D,FARAONI,Verona,4,4,0
84,D,MARRONE,Verona,4,4,0
4409,D,RRAHMANI,Verona,4,4,0
4496,D,VITALE L,Verona,4,4,0
2740,D,VARNIER,Atalanta,3,3,0
47,D,GASTALDELLO,Brescia,3,3,0
4374,D,WALUKIEWICZ,Cagliari,3,3,0
244,D,GHIGLIONE,Genoa,3,3,0
2289,D,DALBERT,Inter,3,3,0
254,D,DIMARCO,Inter,3,3,0
1999,D,LUKAKU J,Lazio,3,3,0
2007,D,WALLACE,Lazio,3,3,0
393,D,LUPERTO,Napoli,3,3,0
262,D,SANTON,Roma,3,3,0
824,D,ADJAPONG,Sassuolo,3,3,0
521,D,PELUSO,Sassuolo,3,3,0
2787,D,DICKMANN,SPAL,3,3,0
491,D,SALAMON,SPAL,3,3,0
4331,D,IBANEZ,Atalanta,2,2,0
4443,D,CURCIO,Brescia,2,2,0
4444,D,SEMPRINI,Brescia,2,2,0
2752,D,RASMUSSEN,Fiorentina,2,2,0
2664,D,EL YAMIQ,Genoa,2,2,0
261,D,RANOCCHIA,Inter,2,2,0
2772,D,DURMISI,Lazio,2,2,0
4467,D,JORGE SILVA,Lazio,2,2,0
327,D,PATRIC,Lazio,2,2,0
805,D,FIAMOZZI,Lecce,2,2,0
4399,D,VERA,Lecce,2,2,0
395,D,STRINIC,Milan,2,2,0
519,D,GAZZOLA,Parma,2,2,0
490,D,REGINI,Sampdoria,2,2,0
4406,D,TRIPALDELLI,Sassuolo,2,2,0
2793,D,OPOKU,Udinese,2,2,0
4302,D,SIERRALTA,Udinese,2,2,0
4432,D,OKOLI,Atalanta,1,1,0
4438,D,CASSANDRO,Bologna,1,1,0
4365,D,CORBO,Bologna,1,1,0
2747,D,PAZ,Bologna,1,1,0
4504,D,MANGRAVITI,Brescia,1,1,0
4454,D,PINNA,Cagliari,1,1,0
4378,D,RANIERI L,Fiorentina,1,1,0
4375,D,TERZIC,Fiorentina,1,1,0
4392,D,RIZZO N,Genoa,1,1,0
4502,D,GALLO,Lecce,1,1,0
4473,D,RICCARDI D,Lecce,1,1,0
4401,D,GABBIA,Milan,1,1,0
4480,D,MINELLI,Parma,1,1,0
2783,D,BIANDA,Roma,1,1,0
4481,D,BOUAH,Roma,1,1,0
2212,D,VAISANEN,SPAL,1,1,0
2724,D,BUONGIORNO,Torino,1,1,0
4488,D,GILLI,Torino,1,1,0
5,D,ALMICI,Verona,1,1,0
457,D,CRESCENZI,Verona,1,1,0
4495,D,KUMBULLA,Verona,1,1,0
4509,D,CIPRIANO,Lazio,1,1,0
